OTU_ID	NCBI_SuperKingdom	NCBI_Phylum	NCBI_Class	NCBI_Order	NCBI_Family	NCBI_Genus	NCBI_Species	lowest_taxa_annotation	kingdom	phylum	class	order	family	genus	species	scientificName	taxonRank	verbatimIdentification
2382	OTU68	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales				Diaporthales	Fungi	Ascomycota	Sordariomycetes	Diaporthales				Diaporthales	order	NCBI_annotation|do:Eukaryota|p:Ascomycota|c:Sordariomycetes|o:Diaporthales|f:NA|g:NA|s:NA
2383	OTU680	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2384	OTU681	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2385	OTU682	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Macrolepiota	Macrolepiota fuliginosa	Macrolepiota fuliginosa	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Macrolepiota	Macrolepiota fuliginosa	Macrolepiota fuliginosa (Barla) Bon	species	NCBI_annotation|do:Eukaryota|p:Basidiomycota|c:Agaricomycetes|o:Agaricales|f:Agaricaceae|g:Macrolepiota|s:Macrolepiota fuliginosa
2386	OTU683	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2387	OTU684	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2388	OTU685	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2389	OTU686	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2390	OTU687	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2391	OTU688	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2392	OTU689	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2393	OTU69	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2394	OTU690	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2395	OTU691	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2396	OTU692	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2397	OTU693	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2398	OTU694	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2399	OTU695	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2400	OTU696	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2401	OTU697	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2402	OTU698	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2403	OTU699	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2404	OTU7	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2405	OTU70	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2406	OTU700	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2407	OTU701	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2408	OTU702	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2409	OTU703	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2410	OTU704	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2411	OTU705	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2412	OTU706	Eukaryota	Arthropoda						Arthropoda	Animalia	Arthropoda						Arthropoda	phylum	NCBI_annotation|do:Eukaryota|p:Arthropoda|c:NA|o:NA|f:NA|g:NA|s:NA
2413	OTU707	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2414	OTU708	Eukaryota	Oomycota		Saprolegniales	Saprolegniaceae			Saprolegniaceae	Chromista	Oomycota	Peronosporea	Saprolegniales	Saprolegniaceae			Saprolegniaceae	family	NCBI_annotation|do:Eukaryota|p:Oomycota|c:NA|o:Saprolegniales|f:Saprolegniaceae|g:NA|s:NA
2415	OTU709	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2416	OTU71	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2417	OTU710	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2418	OTU711	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2419	OTU712	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2420	OTU713	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2421	OTU714	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2422	OTU715	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2423	OTU716	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2424	OTU717	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2425	OTU718	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2426	OTU719	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2427	OTU72	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2428	OTU720	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2429	OTU721	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2430	OTU722	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2431	OTU723	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2432	OTU724	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2433	OTU725	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2434	OTU726	Eukaryota	Rhodophyta	Florideophyceae					Florideophyceae	Plantae	Rhodophyta	Florideophyceae					Florideophyceae	class	NCBI_annotation|do:Eukaryota|p:Rhodophyta|c:Florideophyceae|o:NA|f:NA|g:NA|s:NA
2435	OTU727	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2436	OTU728	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2437	OTU729	Eukaryota	Oomycota		Saprolegniales	Saprolegniaceae			Saprolegniaceae	Chromista	Oomycota	Peronosporea	Saprolegniales	Saprolegniaceae			Saprolegniaceae	family	NCBI_annotation|do:Eukaryota|p:Oomycota|c:NA|o:Saprolegniales|f:Saprolegniaceae|g:NA|s:NA
2438	OTU73	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia palea	Nitzschia palea	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia palea	Nitzschia palea (Kützing) W.Smith, 1856	species	NCBI_annotation|do:Eukaryota|p:Bacillariophyta|c:Bacillariophyceae|o:Bacillariales|f:Bacillariaceae|g:Nitzschia|s:Nitzschia palea
2439	OTU730	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2440	OTU731	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2441	OTU732	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2442	OTU733	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2443	OTU734	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2444	OTU735	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2445	OTU736	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2446	OTU737	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2447	OTU738	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2448	OTU739	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2449	OTU74	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2450	OTU740	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2451	OTU741	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2452	OTU742	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2453	OTU743	Eukaryota			Apusomonadida	Apusomonadidae	Thecamonas		Thecamonas	Protozoa	Sulcozoa	Thecomonadea	Apusomonadida	Apusomonadidae	Thecamonas		Thecamonas Larsen & Patterson, 1990	genus	NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:Apusomonadida|f:Apusomonadidae|g:Thecamonas|s:NA
2454	OTU744	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2455	OTU745	Eukaryota	Arthropoda						Arthropoda	Animalia	Arthropoda						Arthropoda	phylum	NCBI_annotation|do:Eukaryota|p:Arthropoda|c:NA|o:NA|f:NA|g:NA|s:NA
2456	OTU746	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2457	OTU747	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2458	OTU748	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2459	OTU749	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2460	OTU75	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2461	OTU750	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2462	OTU751	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2463	OTU752	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2464	OTU753	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2465	OTU754	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2466	OTU755	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2467	OTU756	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2468	OTU757	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2469	OTU758	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2470	OTU759	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2471	OTU76	Eukaryota		Chrysophyceae	Chromulinales	Chromulinaceae	Spumella	Spumella_vulgaris	Spumella_vulgaris	Chromista	Ochrophyta	Chrysophyceae	Ochromonadales	Chromulinaceae	Spumella	Spumella vulgaris	Spumella vulgaris Cienkowski, 1870	species	NCBI_annotation|do:Eukaryota|p:NA|c:Chrysophyceae|o:Chromulinales|f:Chromulinaceae|g:Spumella|s:Spumella_vulgaris
2472	OTU760	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2473	OTU761	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2474	OTU762	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2475	OTU763	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2476	OTU764	Eukaryota	Oomycota						Oomycota	Chromista	Oomycota						Oomycota	phylum	NCBI_annotation|do:Eukaryota|p:Oomycota|c:NA|o:NA|f:NA|g:NA|s:NA
2477	OTU765	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2478	OTU766	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Lacernidae	Arthropoma	Arthropoma inarmata	Arthropoma inarmata	Animalia	Bryozoa	Gymnolaemata	Cheilostomatida	Lacernidae	Arthropoma	Arthropoma inarmata	Arthropoma inarmata Gontar, 1993	species	NCBI_annotation|do:Eukaryota|p:Bryozoa|c:Gymnolaemata|o:Cheilostomatida|f:Lacernidae|g:Arthropoma|s:Arthropoma inarmata
2479	OTU767	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2480	OTU768	Eukaryota	Streptophyta	Bryopsida	Hypnales				Hypnales	Plantae	Bryophyta	Bryopsida	Hypnales				Hypnales	order	NCBI_annotation|do:Eukaryota|p:Streptophyta|c:Bryopsida|o:Hypnales|f:NA|g:NA|s:NA
2481	OTU769	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2482	OTU77	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2483	OTU770	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2484	OTU771	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2485	OTU772	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2486	OTU773	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2487	OTU774	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2488	OTU775	Eukaryota	Arthropoda						Arthropoda	Animalia	Arthropoda						Arthropoda	phylum	NCBI_annotation|do:Eukaryota|p:Arthropoda|c:NA|o:NA|f:NA|g:NA|s:NA
2489	OTU776	Eukaryota	Arthropoda	Insecta					Insecta	Animalia	Arthropoda	Insecta					Insecta	class	NCBI_annotation|do:Eukaryota|p:Arthropoda|c:Insecta|o:NA|f:NA|g:NA|s:NA
2490	OTU777	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2491	OTU778	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2492	OTU779	Eukaryota		Phaeophyceae	Ectocarpales	Chordariaceae	Leathesia		Leathesia	Chromista	Ochrophyta	Phaeophyceae	Ectocarpales	Chordariaceae	Leathesia		Leathesia S.F.Gray, 1821	genus	NCBI_annotation|do:Eukaryota|p:NA|c:Phaeophyceae|o:Ectocarpales|f:Chordariaceae|g:Leathesia|s:NA
2493	OTU78	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2494	OTU780	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2495	OTU781	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2496	OTU782	Eukaryota	Arthropoda						Arthropoda	Animalia	Arthropoda						Arthropoda	phylum	NCBI_annotation|do:Eukaryota|p:Arthropoda|c:NA|o:NA|f:NA|g:NA|s:NA
2497	OTU783	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2498	OTU784	Eukaryota	Arthropoda	Insecta					Insecta	Animalia	Arthropoda	Insecta					Insecta	class	NCBI_annotation|do:Eukaryota|p:Arthropoda|c:Insecta|o:NA|f:NA|g:NA|s:NA
2499	OTU785	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2500	OTU786	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2501	OTU787	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2502	OTU788	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2503	OTU789	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2504	OTU79	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2505	OTU790	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2506	OTU791	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2507	OTU792	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2508	OTU793	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2509	OTU794	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2510	OTU795	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2511	OTU796	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2512	OTU797	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2513	OTU798	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2514	OTU799	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2515	OTU8	Eukaryota	Oomycota						Oomycota	Chromista	Oomycota						Oomycota	phylum	NCBI_annotation|do:Eukaryota|p:Oomycota|c:NA|o:NA|f:NA|g:NA|s:NA
2516	OTU80	Eukaryota	Oomycota		Saprolegniales	Saprolegniaceae	Saprolegnia		Saprolegnia	Chromista	Oomycota	Peronosporea	Saprolegniales	Saprolegniaceae	Saprolegnia		Saprolegnia Nees, 1823	genus	NCBI_annotation|do:Eukaryota|p:Oomycota|c:NA|o:Saprolegniales|f:Saprolegniaceae|g:Saprolegnia|s:NA
2517	OTU800	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2518	OTU801	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2519	OTU802	Eukaryota	Arthropoda	Malacostraca	Decapoda				Decapoda	Animalia	Arthropoda	Malacostraca	Decapoda				Decapoda	order	NCBI_annotation|do:Eukaryota|p:Arthropoda|c:Malacostraca|o:Decapoda|f:NA|g:NA|s:NA
2520	OTU803	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2521	OTU804	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2522	OTU805	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2523	OTU806	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira profunda	Thalassiosira profunda	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira profunda	Thalassiosira profunda (Hendey) Hasle, 1973	species	NCBI_annotation|do:Eukaryota|p:Bacillariophyta|c:Coscinodiscophyceae|o:Thalassiosirales|f:Thalassiosiraceae|g:Thalassiosira|s:Thalassiosira profunda
2524	OTU807	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2525	OTU808	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2526	OTU809	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2527	OTU81	Eukaryota	Rhodophyta	Florideophyceae					Florideophyceae	Plantae	Rhodophyta	Florideophyceae					Florideophyceae	class	NCBI_annotation|do:Eukaryota|p:Rhodophyta|c:Florideophyceae|o:NA|f:NA|g:NA|s:NA
2528	OTU810	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2529	OTU811	Eukaryota	Arthropoda	Arachnida	Sarcoptiformes	Pyroglyphidae	Dermatophagoides	Dermatophagoides pteronyssinus	Dermatophagoides pteronyssinus	Animalia	Arthropoda	Arachnida	Sarcoptiformes	Pyroglyphidae	Dermatophagoides	Dermatophagoides pteronyssinus	Dermatophagoides pteronyssinus (Trouessart, 1897)	species	NCBI_annotation|do:Eukaryota|p:Arthropoda|c:Arachnida|o:Sarcoptiformes|f:Pyroglyphidae|g:Dermatophagoides|s:Dermatophagoides pteronyssinus
2530	OTU812	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2531	OTU813	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2532	OTU814	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2533	OTU815	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2534	OTU816	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2535	OTU817	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2536	OTU818	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2537	OTU819	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2538	OTU82	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2539	OTU820	Eukaryota	Chlorophyta	Mamiellophyceae	Monomastigales	Monomastigaceae	Monomastix	Monomastix minuta	Monomastix minuta	Plantae	Chlorophyta	Mamiellophyceae	Mamiellales	Monomastigaceae	Monomastix	Monomastix minuta	Monomastix minuta Skuja	species	NCBI_annotation|do:Eukaryota|p:Chlorophyta|c:Mamiellophyceae|o:Monomastigales|f:Monomastigaceae|g:Monomastix|s:Monomastix minuta
2540	OTU821	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2541	OTU822	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2542	OTU823	Eukaryota	Oomycota		Pythiales	Pythiaceae			Pythiaceae	Chromista	Oomycota	Peronosporea	Peronosporales	Pythiaceae			Pythiaceae	family	NCBI_annotation|do:Eukaryota|p:Oomycota|c:NA|o:Pythiales|f:Pythiaceae|g:NA|s:NA
2543	OTU824	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2544	OTU825	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
2545	OTU826	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
