OTU_ID	NCBI_SuperKingdom	NCBI_Phylum	NCBI_Class	NCBI_Order	NCBI_Family	NCBI_Genus	NCBI_Species	lowest_taxa_annotation	kingdom	phylum	class	order	family	genus	species	scientificName	taxonRank	verbatimIdentification
717	OTU1643	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
718	OTU1644	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
719	OTU1645	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
720	OTU1646	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
721	OTU1647	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
722	OTU1648	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
723	OTU1649	Eukaryota	Rhodophyta	Florideophyceae					Florideophyceae	Plantae	Rhodophyta	Florideophyceae					Florideophyceae	class	NCBI_annotation|do:Eukaryota|p:Rhodophyta|c:Florideophyceae|o:NA|f:NA|g:NA|s:NA
724	OTU165	Eukaryota	Oomycota						Oomycota	Chromista	Oomycota						Oomycota	phylum	NCBI_annotation|do:Eukaryota|p:Oomycota|c:NA|o:NA|f:NA|g:NA|s:NA
725	OTU1650	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
726	OTU1651	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
727	OTU1652	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
728	OTU1653	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
729	OTU1654	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
731	OTU1656	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
732	OTU1657	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
734	OTU1659	Eukaryota	Arthropoda	Insecta					Insecta	Animalia	Arthropoda	Insecta					Insecta	class	NCBI_annotation|do:Eukaryota|p:Arthropoda|c:Insecta|o:NA|f:NA|g:NA|s:NA
735	OTU166	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
736	OTU1660	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
737	OTU1661	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
738	OTU1662	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
739	OTU1663	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
740	OTU1664	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
741	OTU1665	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
742	OTU1666	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
743	OTU1667	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
744	OTU1668	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
745	OTU1669	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
746	OTU167	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
747	OTU1670	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
748	OTU1671	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
749	OTU1672	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
750	OTU1673	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
751	OTU1674	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
752	OTU1675	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
753	OTU1676	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
754	OTU1677	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
755	OTU1678	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
756	OTU1679	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
757	OTU168	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
758	OTU1680	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
759	OTU1681	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
760	OTU1682	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
761	OTU1683	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
762	OTU1684	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
763	OTU1685	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
764	OTU1686	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
765	OTU1687	Eukaryota	Arthropoda						Arthropoda	Animalia	Arthropoda						Arthropoda	phylum	NCBI_annotation|do:Eukaryota|p:Arthropoda|c:NA|o:NA|f:NA|g:NA|s:NA
766	OTU1688	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
767	OTU1689	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
768	OTU169	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
769	OTU1690	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
770	OTU1691	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
771	OTU1692	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
772	OTU1693	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
773	OTU1694	Eukaryota	Rhodophyta	Florideophyceae					Florideophyceae	Plantae	Rhodophyta	Florideophyceae					Florideophyceae	class	NCBI_annotation|do:Eukaryota|p:Rhodophyta|c:Florideophyceae|o:NA|f:NA|g:NA|s:NA
774	OTU1695	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
775	OTU1696	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
776	OTU1697	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
777	OTU1698	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
778	OTU1699	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
779	OTU17	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
780	OTU170	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
781	OTU1700	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
782	OTU1701	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
783	OTU1702	Eukaryota	Arthropoda						Arthropoda	Animalia	Arthropoda						Arthropoda	phylum	NCBI_annotation|do:Eukaryota|p:Arthropoda|c:NA|o:NA|f:NA|g:NA|s:NA
784	OTU1703	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
785	OTU1704	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
786	OTU1705	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
787	OTU1706	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
788	OTU1707	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
789	OTU1708	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
790	OTU1709	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
791	OTU171	Eukaryota	Oomycota		Saprolegniales	Saprolegniaceae			Saprolegniaceae	Chromista	Oomycota	Peronosporea	Saprolegniales	Saprolegniaceae			Saprolegniaceae	family	NCBI_annotation|do:Eukaryota|p:Oomycota|c:NA|o:Saprolegniales|f:Saprolegniaceae|g:NA|s:NA
792	OTU1710	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
793	OTU1711	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
794	OTU1712	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
795	OTU1713	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
796	OTU1714	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
797	OTU1715	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
798	OTU1716	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
799	OTU1717	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
800	OTU1718	Eukaryota	Arthropoda	Insecta					Insecta	Animalia	Arthropoda	Insecta					Insecta	class	NCBI_annotation|do:Eukaryota|p:Arthropoda|c:Insecta|o:NA|f:NA|g:NA|s:NA
801	OTU1719	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
802	OTU172	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
803	OTU1720	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
804	OTU1721	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
805	OTU1722	Eukaryota	Oomycota		Peronosporales	Peronosporaceae			Peronosporaceae	Chromista	Oomycota	Peronosporea	Peronosporales	Peronosporaceae			Peronosporaceae	family	NCBI_annotation|do:Eukaryota|p:Oomycota|c:NA|o:Peronosporales|f:Peronosporaceae|g:NA|s:NA
806	OTU1723	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
807	OTU1724	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
808	OTU1725	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
809	OTU1726	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
810	OTU1727	Eukaryota	Discosea	Flabellinia		Vannellidae	Vannella		Vannella	Protozoa	Amoebozoa	Discosea	Vannellida	Vannellidae	Vannella		Vannella Bovee, 1965	genus	NCBI_annotation|do:Eukaryota|p:Discosea|c:Flabellinia|o:NA|f:Vannellidae|g:Vannella|s:NA
811	OTU1728	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
812	OTU1729	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
813	OTU173	Eukaryota	Evosea	Eumycetozoa	Stemonitida	Stemonitidae	Stemonitis	Stemonitis flavogenita	Stemonitis flavogenita	Protozoa	Mycetozoa	Myxomycetes	Stemonitidales	Stemonitidaceae	Stemonitis	Stemonitis flavogenita	Stemonitis flavogenita E.Jahn, 1904	species	NCBI_annotation|do:Eukaryota|p:Evosea|c:Eumycetozoa|o:Stemonitida|f:Stemonitidae|g:Stemonitis|s:Stemonitis flavogenita
814	OTU1730	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
815	OTU1731	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
816	OTU1732	Eukaryota	Rhodophyta	Florideophyceae					Florideophyceae	Plantae	Rhodophyta	Florideophyceae					Florideophyceae	class	NCBI_annotation|do:Eukaryota|p:Rhodophyta|c:Florideophyceae|o:NA|f:NA|g:NA|s:NA
817	OTU1733	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
818	OTU1734	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
819	OTU1735	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
820	OTU1736	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
821	OTU1737	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
822	OTU1738	Eukaryota	Arthropoda	Arachnida	Trombidiformes	Eriophyidae			Eriophyidae	Animalia	Arthropoda	Arachnida	Trombidiformes	Eriophyidae			Eriophyidae	family	NCBI_annotation|do:Eukaryota|p:Arthropoda|c:Arachnida|o:Trombidiformes|f:Eriophyidae|g:NA|s:NA
823	OTU1739	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
824	OTU174	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
825	OTU1740	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
826	OTU1741	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
827	OTU1742	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
828	OTU1743	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
829	OTU1744	Eukaryota	Rhodophyta	Florideophyceae					Florideophyceae	Plantae	Rhodophyta	Florideophyceae					Florideophyceae	class	NCBI_annotation|do:Eukaryota|p:Rhodophyta|c:Florideophyceae|o:NA|f:NA|g:NA|s:NA
830	OTU1745	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
831	OTU1746	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
832	OTU1747	Eukaryota	Arthropoda						Arthropoda	Animalia	Arthropoda						Arthropoda	phylum	NCBI_annotation|do:Eukaryota|p:Arthropoda|c:NA|o:NA|f:NA|g:NA|s:NA
833	OTU1748	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
834	OTU1749	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
835	OTU175	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
836	OTU1750	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
837	OTU1751	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
838	OTU1752	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
839	OTU1753	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
840	OTU1754	Eukaryota	Basidiomycota	Agaricomycetes					Agaricomycetes	Fungi	Basidiomycota	Agaricomycetes					Agaricomycetes	class	NCBI_annotation|do:Eukaryota|p:Basidiomycota|c:Agaricomycetes|o:NA|f:NA|g:NA|s:NA
841	OTU1755	Eukaryota		Phaeophyceae	Ectocarpales	Scytosiphonaceae	Rosenvingea	Rosenvingea_intricata	Rosenvingea_intricata	Chromista	Ochrophyta	Phaeophyceae	Scytosiphonales	Scytosiphonaceae	Rosenvingea	Rosenvingea intricata	Rosenvingea intricata (J.Agardh) Børgesen	species	NCBI_annotation|do:Eukaryota|p:NA|c:Phaeophyceae|o:Ectocarpales|f:Scytosiphonaceae|g:Rosenvingea|s:Rosenvingea_intricata
842	OTU1756	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
843	OTU1757	Eukaryota	Chlorophyta			Pycnococcaceae	Pycnococcus	Pycnococcus_provasolii	Pycnococcus_provasolii	Plantae	Chlorophyta	Prasinophyceae	Pseudoscourfieldiales	Pycnococcaceae	Pycnococcus		Pycnococcus R.R.L.Guillard, 1991	genus	NCBI_annotation|do:Eukaryota|p:Chlorophyta|c:NA|o:NA|f:Pycnococcaceae|g:Pycnococcus|s:Pycnococcus_provasolii
844	OTU1758	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes		Sebastes	Animalia	Chordata		Scorpaeniformes	Sebastidae	Sebastes		Sebastes Cuvier, 1829	genus	NCBI_annotation|do:Eukaryota|p:Chordata|c:Actinopteri|o:Perciformes|f:Sebastidae|g:Sebastes|s:NA
845	OTU1759	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
846	OTU176	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
847	OTU1760	Eukaryota	Oomycota						Oomycota	Chromista	Oomycota						Oomycota	phylum	NCBI_annotation|do:Eukaryota|p:Oomycota|c:NA|o:NA|f:NA|g:NA|s:NA
848	OTU1761	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
849	OTU1762	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
850	OTU1763	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
851	OTU1764	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
852	OTU1765	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
853	OTU1766	Eukaryota	Rhodophyta	Florideophyceae					Florideophyceae	Plantae	Rhodophyta	Florideophyceae					Florideophyceae	class	NCBI_annotation|do:Eukaryota|p:Rhodophyta|c:Florideophyceae|o:NA|f:NA|g:NA|s:NA
854	OTU1767	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
855	OTU1768	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
856	OTU1769	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
857	OTU177	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
858	OTU1770	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
859	OTU1771	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
860	OTU1772	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
861	OTU1773	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
862	OTU1774	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
863	OTU1775	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
864	OTU1776	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
865	OTU1777	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
866	OTU1778	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
867	OTU1779	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
868	OTU178	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
869	OTU1780	Eukaryota	Arthropoda	Insecta	Hemiptera	Aphididae			Aphididae	Animalia	Arthropoda	Insecta	Hemiptera	Aphididae			Aphididae	family	NCBI_annotation|do:Eukaryota|p:Arthropoda|c:Insecta|o:Hemiptera|f:Aphididae|g:NA|s:NA
870	OTU1781	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
871	OTU1782	Eukaryota	Arthropoda	Insecta					Insecta	Animalia	Arthropoda	Insecta					Insecta	class	NCBI_annotation|do:Eukaryota|p:Arthropoda|c:Insecta|o:NA|f:NA|g:NA|s:NA
872	OTU1783	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
873	OTU1784	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
874	OTU1785	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
875	OTU1786	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
876	OTU1787	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
877	OTU1788	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
878	OTU1789	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
879	OTU179	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
880	OTU1790	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
881	OTU1791	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
882	OTU1792	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
883	OTU1793	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
884	OTU1794	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
885	OTU1795	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
886	OTU1796	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
887	OTU1797	Eukaryota	Oomycota		Pythiales	Pythiaceae	Salispina	Salispina_spinosa	Salispina_spinosa	Chromista	Oomycota	Peronosporea	Rhipidiales		Salispina	Salispina spinosa	Salispina spinosa (Fell & Master) Marano, A.L.Jesus & Pires-Zottar.	species	NCBI_annotation|do:Eukaryota|p:Oomycota|c:NA|o:Pythiales|f:Pythiaceae|g:Salispina|s:Salispina_spinosa
888	OTU1798	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
889	OTU1799	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
890	OTU18	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
891	OTU180	Eukaryota							Eukaryota										NCBI_annotation|do:Eukaryota|p:NA|c:NA|o:NA|f:NA|g:NA|s:NA
